t Density Sender Receiver Contagion Reciprocity ContagionReciprocity EgoInTwoStar EgoOutTwoStar MixedTwoStar TransitiveTriangleT1 oOc.sport oOc.alcohol MixedTwoStarSource MixedTwoStarSink TransitiveTriangleT3 TransitiveTriangleD1 TransitiveTriangleU1 CyclicTriangleC1 CyclicTriangleC3 AlterInTwoStar2 AlterOutTwoStar2 GWSender.0.6931471805599453 GWReceiver.0.6931471805599453 acceptance_rate
414000 23.0 58.0 58.0 40.0 39.0 13.0 79.0 59.0 124.0 46.0 37.0 79.0 116.0 117.0 24.0 49.0 48.0 32.0 4.0 31.0 50.0 5.375 6.62890625 0.345
415000 11.0 28.0 22.0 13.0 16.0 5.0 34.0 32.0 49.0 13.0 18.0 39.0 61.0 40.0 2.0 24.0 10.0 8.0 0.0 5.0 10.0 2.6875 4.37890625 0.346
416000 24.0 62.0 57.0 40.0 38.0 11.0 75.0 67.0 129.0 46.0 41.0 81.0 131.0 106.0 29.0 53.0 41.0 30.0 5.0 33.0 51.0 5.6875 7.53515625 0.347
417000 13.0 35.0 33.0 14.0 20.0 2.0 53.0 39.0 80.0 23.0 21.0 49.0 73.0 65.0 5.0 30.0 25.0 16.0 1.0 10.0 17.0 2.96875 4.28515625 0.307
418000 16.0 37.0 39.0 26.0 23.0 7.0 59.0 31.0 80.0 27.0 25.0 59.0 79.0 86.0 17.0 27.0 30.0 15.0 2.0 22.0 39.0 4.0625 5.34765625 0.327
419000 13.0 35.0 28.0 16.0 20.0 5.0 40.0 41.0 66.0 17.0 23.0 44.0 76.0 49.0 6.0 30.0 15.0 12.0 1.0 8.0 16.0 2.875 4.62890625 0.353
420000 20.0 52.0 51.0 35.0 33.0 9.0 71.0 53.0 112.0 40.0 31.0 67.0 109.0 115.0 27.0 42.0 39.0 25.0 5.0 28.0 54.0 4.40625 5.78515625 0.315
421000 17.0 43.0 36.0 23.0 23.0 6.0 49.0 48.0 83.0 22.0 28.0 58.0 100.0 69.0 7.0 34.0 21.0 13.0 1.0 16.0 29.0 4.375 6.31640625 0.335
422000 21.0 57.0 51.0 38.0 34.0 11.0 65.0 61.0 114.0 38.0 36.0 68.0 128.0 106.0 18.0 45.0 36.0 24.0 3.0 35.0 57.0 4.0625 6.00390625 0.33
423000 13.0 30.0 23.0 11.0 15.0 2.0 21.0 31.0 49.0 18.0 20.0 46.0 67.0 42.0 3.0 25.0 16.0 10.0 0.0 6.0 15.0 3.84375 5.40625 0.34
424000 20.0 48.0 47.0 35.0 32.0 11.0 62.0 44.0 93.0 33.0 34.0 74.0 94.0 92.0 17.0 37.0 34.0 22.0 3.0 23.0 39.0 4.71875 6.09765625 0.331
425000 15.0 37.0 36.0 22.0 23.0 6.0 54.0 36.0 75.0 25.0 24.0 55.0 80.0 76.0 6.0 28.0 24.0 14.0 0.0 18.0 31.0 3.46875 4.84765625 0.313
426000 17.0 39.0 39.0 23.0 23.0 7.0 55.0 39.0 73.0 21.0 28.0 53.0 92.0 98.0 13.0 29.0 29.0 16.0 3.0 23.0 35.0 5.09375 5.78515625 0.398
427000 19.0 47.0 46.0 32.0 30.0 10.0 63.0 45.0 94.0 30.0 32.0 69.0 101.0 108.0 15.0 35.0 32.0 21.0 3.0 25.0 41.0 4.34375 5.72265625 0.322
428000 22.0 53.0 51.0 31.0 34.0 9.0 69.0 56.0 104.0 34.0 37.0 73.0 116.0 103.0 12.0 41.0 37.0 25.0 2.0 28.0 35.0 5.9375 7.28515625 0.277
429000 20.0 50.0 48.0 29.0 28.0 7.0 70.0 55.0 107.0 30.0 32.0 65.0 115.0 104.0 15.0 39.0 35.0 23.0 3.0 31.0 37.0 5.1875 6.62890625 0.348
430000 17.0 47.0 42.0 23.0 28.0 6.0 58.0 52.0 96.0 29.0 27.0 59.0 104.0 85.0 7.0 39.0 28.0 20.0 1.0 17.0 31.0 3.25 4.91015625 0.397
431000 15.0 32.0 37.0 22.0 24.0 7.0 56.0 23.0 66.0 25.0 25.0 56.0 53.0 77.0 15.0 24.0 29.0 15.0 2.0 18.0 29.0 4.0 4.72265625 0.356
432000 15.0 36.0 34.0 13.0 24.0 4.0 47.0 34.0 68.0 22.0 25.0 50.0 74.0 62.0 1.0 24.0 23.0 17.0 0.0 7.0 12.0 3.59375 4.66015625 0.378
433000 21.0 56.0 51.0 34.0 33.0 8.0 70.0 61.0 118.0 40.0 33.0 69.0 117.0 95.0 23.0 45.0 36.0 23.0 3.0 28.0 50.0 4.5625 6.53515625 0.356
434000 13.0 34.0 31.0 17.0 22.0 6.0 42.0 39.0 70.0 22.0 23.0 43.0 80.0 65.0 10.0 27.0 20.0 16.0 3.0 13.0 17.0 3.0 3.62890625 0.334
435000 19.0 48.0 44.0 29.0 28.0 7.0 58.0 48.0 95.0 28.0 33.0 63.0 105.0 93.0 9.0 34.0 27.0 17.0 1.0 23.0 44.0 4.28125 6.00390625 0.332
436000 16.0 30.0 27.0 8.0 19.0 2.0 36.0 23.0 48.0 11.0 30.0 53.0 62.0 39.0 1.0 19.0 13.0 8.0 0.0 6.0 6.0 5.6875 7.25390625 0.359
437000 14.0 39.0 34.0 14.0 21.0 2.0 50.0 44.0 83.0 23.0 22.0 50.0 89.0 81.0 2.0 32.0 24.0 17.0 0.0 12.0 27.0 2.90625 4.56640625 0.374
438000 22.0 60.0 56.0 47.0 37.0 14.0 75.0 65.0 128.0 42.0 38.0 72.0 129.0 110.0 30.0 48.0 38.0 26.0 6.0 42.0 60.0 4.3125 6.03515625 0.336
439000 19.0 48.0 42.0 29.0 29.0 9.0 57.0 52.0 96.0 28.0 32.0 65.0 103.0 83.0 10.0 39.0 26.0 19.0 2.0 20.0 35.0 4.75 6.66015625 0.345
440000 18.0 41.0 35.0 24.0 26.0 8.0 44.0 40.0 71.0 25.0 31.0 61.0 87.0 76.0 13.0 34.0 23.0 19.0 3.0 18.0 33.0 5.34375 7.12890625 0.335
441000 23.0 61.0 60.0 42.0 39.0 13.0 83.0 66.0 137.0 43.0 38.0 82.0 125.0 119.0 22.0 47.0 43.0 30.0 4.0 34.0 49.0 4.875 6.19140625 0.375
442000 16.0 41.0 41.0 28.0 25.0 8.0 58.0 38.0 88.0 25.0 28.0 55.0 88.0 93.0 12.0 28.0 28.0 16.0 3.0 25.0 44.0 3.25 4.50390625 0.351
443000 19.0 50.0 49.0 36.0 32.0 11.0 69.0 54.0 109.0 37.0 30.0 69.0 105.0 103.0 24.0 41.0 37.0 23.0 4.0 31.0 47.0 4.25 5.47265625 0.341
444000 20.0 46.0 49.0 33.0 32.0 11.0 68.0 43.0 100.0 31.0 32.0 72.0 94.0 103.0 18.0 32.0 35.0 19.0 3.0 29.0 38.0 5.46875 6.22265625 0.337
445000 9.0 17.0 14.0 6.0 9.0 2.0 28.0 13.0 26.0 5.0 16.0 33.0 34.0 18.0 2.0 13.0 8.0 3.0 0.0 2.0 1.0 3.25 5.00390625 0.311
446000 19.0 48.0 47.0 25.0 32.0 7.0 65.0 47.0 100.0 34.0 32.0 67.0 96.0 90.0 13.0 39.0 37.0 26.0 3.0 21.0 32.0 4.34375 5.72265625 0.342
447000 19.0 54.0 52.0 27.0 29.0 4.0 80.0 62.0 133.0 36.0 32.0 63.0 117.0 92.0 9.0 40.0 36.0 22.0 0.0 28.0 38.0 3.78125 5.25390625 0.316
448000 16.0 40.0 32.0 18.0 22.0 5.0 46.0 48.0 81.0 19.0 27.0 50.0 87.0 55.0 7.0 30.0 16.0 12.0 1.0 10.0 22.0 4.6875 6.69140625 0.379
449000 19.0 49.0 47.0 38.0 31.0 12.0 65.0 52.0 103.0 36.0 32.0 71.0 103.0 93.0 30.0 41.0 35.0 22.0 6.0 28.0 44.0 4.25 5.59765625 0.311
450000 20.0 54.0 48.0 35.0 29.0 9.0 71.0 61.0 118.0 36.0 32.0 69.0 124.0 89.0 24.0 44.0 34.0 23.0 4.0 30.0 43.0 4.4375 6.75390625 0.335
451000 14.0 35.0 32.0 12.0 22.0 2.0 46.0 39.0 75.0 21.0 24.0 49.0 76.0 59.0 5.0 25.0 20.0 17.0 1.0 10.0 16.0 3.78125 4.69140625 0.36
452000 19.0 47.0 49.0 36.0 30.0 10.0 70.0 42.0 103.0 33.0 33.0 65.0 96.0 98.0 25.0 32.0 36.0 19.0 4.0 31.0 48.0 4.125 5.41015625 0.329
453000 18.0 48.0 44.0 30.0 30.0 9.0 59.0 47.0 93.0 33.0 30.0 62.0 105.0 100.0 15.0 40.0 33.0 24.0 3.0 23.0 46.0 3.34375 5.16015625 0.393
454000 14.0 36.0 29.0 19.0 20.0 6.0 42.0 43.0 71.0 18.0 24.0 50.0 81.0 50.0 8.0 30.0 16.0 13.0 2.0 12.0 19.0 3.75 5.50390625 0.316
455000 7.0 15.0 13.0 6.0 10.0 2.0 16.0 17.0 28.0 12.0 12.0 25.0 29.0 21.0 2.0 16.0 10.0 6.0 0.0 2.0 5.0 2.53125 3.28125 0.341
456000 19.0 45.0 46.0 30.0 29.0 8.0 65.0 44.0 97.0 36.0 29.0 66.0 88.0 97.0 17.0 36.0 37.0 22.0 2.0 21.0 36.0 5.03125 6.03515625 0.364
457000 19.0 54.0 51.0 35.0 31.0 10.0 77.0 65.0 134.0 42.0 32.0 64.0 117.0 101.0 19.0 47.0 36.0 26.0 4.0 30.0 45.0 4.0 5.50390625 0.338
458000 19.0 47.0 46.0 31.0 30.0 9.0 63.0 45.0 94.0 33.0 31.0 68.0 95.0 97.0 19.0 37.0 34.0 22.0 3.0 21.0 37.0 4.34375 5.72265625 0.368
459000 14.0 38.0 33.0 18.0 23.0 5.0 44.0 43.0 75.0 23.0 22.0 46.0 85.0 62.0 7.0 29.0 19.0 16.0 1.0 11.0 20.0 2.875 4.00390625 0.331
460000 20.0 54.0 50.0 26.0 33.0 6.0 68.0 55.0 110.0 36.0 33.0 66.0 112.0 98.0 6.0 43.0 36.0 25.0 0.0 18.0 33.0 3.78125 5.66015625 0.35
461000 17.0 36.0 39.0 26.0 24.0 8.0 57.0 28.0 74.0 26.0 27.0 63.0 69.0 80.0 16.0 25.0 32.0 15.0 2.0 17.0 31.0 4.9375 5.97265625 0.345
462000 21.0 51.0 49.0 38.0 33.0 12.0 64.0 47.0 97.0 35.0 35.0 75.0 104.0 104.0 27.0 39.0 36.0 22.0 5.0 29.0 53.0 4.84375 6.47265625 0.332
463000 23.0 58.0 56.0 42.0 36.0 13.0 81.0 66.0 135.0 41.0 37.0 81.0 124.0 118.0 25.0 46.0 40.0 28.0 5.0 34.0 53.0 6.25 7.69140625 0.348
464000 14.0 37.0 31.0 20.0 22.0 6.0 43.0 44.0 75.0 21.0 23.0 45.0 87.0 55.0 10.0 29.0 18.0 15.0 2.0 14.0 22.0 3.5 4.75390625 0.319
465000 22.0 57.0 52.0 33.0 34.0 9.0 69.0 62.0 120.0 36.0 37.0 77.0 126.0 102.0 12.0 44.0 34.0 25.0 2.0 28.0 46.0 5.0 6.78515625 0.3
466000 20.0 44.0 42.0 30.0 27.0 9.0 57.0 40.0 82.0 28.0 32.0 69.0 93.0 86.0 17.0 32.0 31.0 16.0 2.0 20.0 37.0 5.84375 7.47265625 0.36
467000 11.0 27.0 27.0 11.0 14.0 1.0 40.0 30.0 61.0 14.0 18.0 38.0 65.0 50.0 4.0 18.0 17.0 9.0 0.0 11.0 11.0 3.09375 3.12890625 0.363
468000 15.0 35.0 38.0 27.0 23.0 8.0 60.0 31.0 80.0 26.0 24.0 54.0 71.0 83.0 20.0 26.0 31.0 15.0 3.0 21.0 38.0 3.9375 4.97265625 0.318
469000 17.0 46.0 40.0 24.0 25.0 5.0 59.0 55.0 102.0 26.0 28.0 55.0 99.0 75.0 7.0 36.0 23.0 15.0 1.0 17.0 31.0 4.0625 5.84765625 0.33
470000 11.0 29.0 21.0 8.0 17.0 3.0 19.0 34.0 46.0 15.0 18.0 35.0 61.0 43.0 0.0 27.0 12.0 10.0 0.0 2.0 13.0 2.5625 4.03125 0.336
471000 17.0 38.0 36.0 18.0 24.0 5.0 47.0 31.0 70.0 20.0 28.0 58.0 76.0 72.0 6.0 25.0 24.0 14.0 1.0 13.0 27.0 4.5625 6.12890625 0.37
472000 12.0 28.0 25.0 9.0 17.0 2.0 40.0 25.0 53.0 16.0 22.0 45.0 52.0 37.0 3.0 22.0 15.0 12.0 0.0 7.0 6.0 3.1875 4.94140625 0.331
473000 20.0 48.0 48.0 36.0 31.0 12.0 64.0 51.0 100.0 31.0 33.0 71.0 101.0 102.0 18.0 38.0 33.0 20.0 4.0 26.0 42.0 5.5 5.97265625 0.338
474000 14.0 39.0 39.0 25.0 22.0 5.0 62.0 42.0 92.0 33.0 22.0 49.0 85.0 81.0 19.0 33.0 33.0 18.0 2.0 18.0 31.0 2.53125 3.78515625 0.308
475000 19.0 46.0 45.0 27.0 29.0 7.0 63.0 45.0 94.0 31.0 29.0 66.0 98.0 98.0 19.0 35.0 33.0 19.0 3.0 22.0 39.0 4.84375 6.22265625 0.305
476000 18.0 45.0 40.0 25.0 27.0 8.0 54.0 39.0 82.0 22.0 31.0 60.0 95.0 85.0 12.0 30.0 25.0 16.0 3.0 17.0 37.0 3.6875 6.03515625 0.339
477000 19.0 46.0 43.0 31.0 27.0 9.0 62.0 51.0 98.0 30.0 30.0 67.0 99.0 85.0 19.0 37.0 30.0 17.0 3.0 23.0 37.0 5.5 6.97265625 0.383
478000 22.0 52.0 43.0 28.0 32.0 10.0 47.0 50.0 83.0 25.0 39.0 68.0 111.0 72.0 7.0 37.0 21.0 17.0 1.0 17.0 28.0 5.5 7.75390625 0.351
479000 19.0 44.0 38.0 22.0 27.0 6.0 46.0 41.0 74.0 23.0 33.0 62.0 94.0 74.0 4.0 33.0 22.0 17.0 0.0 16.0 32.0 5.09375 7.00390625 0.387
480000 16.0 30.0 28.0 11.0 22.0 4.0 36.0 20.0 42.0 14.0 28.0 55.0 57.0 57.0 1.0 22.0 15.0 13.0 0.0 7.0 12.0 5.375 6.87890625 0.321
481000 21.0 58.0 51.0 35.0 34.0 9.0 65.0 63.0 118.0 38.0 37.0 69.0 130.0 94.0 17.0 48.0 34.0 26.0 3.0 32.0 49.0 3.9375 6.00390625 0.317
482000 16.0 34.0 33.0 14.0 24.0 5.0 43.0 25.0 57.0 17.0 27.0 51.0 67.0 58.0 2.0 22.0 22.0 14.0 0.0 8.0 13.0 4.3125 5.69140625 0.345
483000 17.0 45.0 37.0 25.0 26.0 8.0 50.0 48.0 84.0 23.0 30.0 56.0 102.0 84.0 13.0 34.0 22.0 18.0 3.0 19.0 38.0 3.78125 6.06640625 0.357
484000 22.0 62.0 57.0 43.0 36.0 11.0 80.0 71.0 139.0 46.0 37.0 76.0 136.0 113.0 31.0 51.0 41.0 28.0 5.0 40.0 61.0 4.375 6.34765625 0.353
485000 17.0 43.0 34.0 15.0 24.0 3.0 44.0 44.0 74.0 21.0 30.0 58.0 92.0 52.0 4.0 33.0 19.0 16.0 0.0 11.0 16.0 3.90625 6.31640625 0.365
486000 16.0 37.0 37.0 22.0 28.0 8.0 50.0 32.0 67.0 30.0 28.0 61.0 65.0 68.0 14.0 34.0 29.0 21.0 3.0 14.0 21.0 3.90625 5.06640625 0.325
487000 17.0 44.0 41.0 29.0 26.0 8.0 59.0 44.0 89.0 27.0 28.0 58.0 96.0 87.0 11.0 33.0 28.0 16.0 1.0 18.0 36.0 3.59375 5.34765625 0.329
488000 17.0 48.0 47.0 36.0 28.0 9.0 69.0 50.0 107.0 37.0 27.0 56.0 105.0 99.0 27.0 38.0 37.0 21.0 4.0 30.0 46.0 2.78125 4.28515625 0.336
489000 17.0 49.0 39.0 24.0 27.0 7.0 52.0 58.0 98.0 27.0 31.0 60.0 107.0 74.0 10.0 41.0 24.0 20.0 2.0 16.0 27.0 3.1875 5.44140625 0.366
490000 23.0 62.0 57.0 38.0 39.0 12.0 75.0 66.0 126.0 40.0 38.0 79.0 127.0 114.0 22.0 47.0 40.0 27.0 4.0 31.0 54.0 4.5625 6.53515625 0.326
491000 19.0 43.0 40.0 25.0 25.0 6.0 57.0 42.0 85.0 27.0 31.0 65.0 95.0 87.0 8.0 33.0 27.0 17.0 0.0 18.0 35.0 5.71875 7.47265625 0.324
492000 16.0 37.0 32.0 22.0 23.0 7.0 42.0 36.0 65.0 20.0 28.0 57.0 80.0 69.0 13.0 29.0 19.0 15.0 3.0 16.0 31.0 4.46875 6.12890625 0.319
493000 20.0 48.0 46.0 27.0 31.0 8.0 64.0 48.0 99.0 32.0 33.0 69.0 96.0 93.0 7.0 36.0 33.0 20.0 0.0 15.0 30.0 5.28125 6.78515625 0.36
494000 21.0 53.0 51.0 36.0 35.0 12.0 68.0 56.0 111.0 38.0 35.0 72.0 112.0 108.0 18.0 45.0 37.0 26.0 4.0 31.0 45.0 5.125 6.34765625 0.359
495000 14.0 41.0 38.0 24.0 22.0 5.0 57.0 46.0 92.0 26.0 24.0 46.0 94.0 84.0 11.0 33.0 26.0 16.0 2.0 21.0 36.0 2.28125 3.75390625 0.347
496000 13.0 25.0 24.0 12.0 18.0 4.0 36.0 18.0 41.0 14.0 22.0 41.0 46.0 48.0 3.0 20.0 15.0 11.0 0.0 9.0 15.0 4.5 5.87890625 0.313
497000 22.0 58.0 55.0 35.0 35.0 8.0 76.0 60.0 126.0 43.0 37.0 73.0 122.0 107.0 18.0 46.0 40.0 27.0 2.0 30.0 47.0 4.71875 6.59765625 0.335
498000 20.0 43.0 45.0 26.0 30.0 8.0 61.0 34.0 84.0 30.0 32.0 67.0 86.0 94.0 16.0 30.0 34.0 18.0 2.0 21.0 34.0 5.6875 6.84765625 0.352
499000 25.0 70.0 67.0 56.0 41.0 16.0 95.0 76.0 160.0 51.0 42.0 82.0 155.0 140.0 35.0 54.0 49.0 34.0 7.0 50.0 79.0 4.5 6.59765625 0.371
500000 16.0 38.0 32.0 15.0 22.0 4.0 44.0 38.0 67.0 22.0 25.0 53.0 85.0 62.0 3.0 30.0 22.0 16.0 0.0 8.0 16.0 4.34375 6.31640625 0.421
501000 22.0 55.0 55.0 45.0 35.0 14.0 76.0 60.0 125.0 43.0 36.0 75.0 118.0 112.0 27.0 45.0 40.0 26.0 5.0 41.0 52.0 5.8125 6.78515625 0.4
502000 24.0 52.0 54.0 34.0 35.0 12.0 76.0 52.0 104.0 37.0 38.0 74.0 110.0 122.0 20.0 41.0 42.0 28.0 4.0 30.0 43.0 7.875 8.59765625 0.342
503000 19.0 44.0 43.0 29.0 28.0 9.0 60.0 46.0 85.0 29.0 32.0 63.0 97.0 90.0 18.0 36.0 32.0 20.0 4.0 25.0 33.0 5.5 6.59765625 0.305
504000 19.0 53.0 48.0 34.0 31.0 10.0 67.0 58.0 111.0 37.0 32.0 66.0 116.0 92.0 22.0 45.0 35.0 23.0 4.0 28.0 42.0 3.5 5.47265625 0.342
505000 16.0 43.0 43.0 25.0 28.0 7.0 61.0 43.0 93.0 32.0 26.0 55.0 91.0 92.0 9.0 32.0 32.0 22.0 1.0 18.0 28.0 2.96875 3.84765625 0.345
506000 19.0 49.0 42.0 26.0 28.0 7.0 54.0 52.0 92.0 32.0 31.0 66.0 114.0 92.0 9.0 43.0 29.0 22.0 1.0 22.0 42.0 4.375 6.44140625 0.331
507000 24.0 66.0 59.0 43.0 38.0 11.0 84.0 76.0 149.0 43.0 40.0 80.0 140.0 115.0 19.0 50.0 38.0 28.0 3.0 34.0 64.0 5.1875 7.62890625 0.313
508000 18.0 48.0 41.0 23.0 26.0 6.0 61.0 55.0 103.0 28.0 31.0 59.0 107.0 76.0 9.0 39.0 29.0 20.0 2.0 18.0 27.0 4.1875 6.44140625 0.386
509000 14.0 37.0 35.0 16.0 22.0 3.0 52.0 38.0 78.0 22.0 23.0 51.0 78.0 70.0 2.0 29.0 24.0 15.0 0.0 11.0 20.0 2.84375 4.16015625 0.358
510000 15.0 38.0 38.0 28.0 22.0 7.0 59.0 39.0 85.0 28.0 23.0 53.0 82.0 81.0 18.0 30.0 29.0 15.0 2.0 20.0 34.0 3.59375 4.84765625 0.311
511000 23.0 61.0 55.0 41.0 38.0 13.0 72.0 64.0 124.0 39.0 38.0 78.0 132.0 115.0 21.0 48.0 37.0 29.0 5.0 33.0 58.0 4.6875 6.81640625 0.332
512000 17.0 44.0 43.0 28.0 26.0 7.0 62.0 43.0 91.0 29.0 27.0 61.0 97.0 90.0 18.0 32.0 31.0 16.0 2.0 25.0 40.0 3.46875 4.97265625 0.342
513000 16.0 40.0 37.0 17.0 23.0 3.0 55.0 40.0 81.0 25.0 28.0 55.0 86.0 67.0 7.0 31.0 25.0 14.0 0.0 13.0 20.0 3.71875 5.47265625 0.301
514000 13.0 36.0 32.0 14.0 20.0 3.0 46.0 40.0 76.0 19.0 21.0 41.0 86.0 69.0 5.0 26.0 21.0 16.0 1.0 14.0 18.0 2.71875 3.87890625 0.381
515000 4.0 9.0 4.0 0.0 4.0 0.0 1.0 7.0 4.0 3.0 7.0 13.0 17.0 3.0 0.0 10.0 2.0 2.0 0.0 0.0 0.0 1.0 2.25 0.353
516000 13.0 32.0 34.0 13.0 22.0 3.0 55.0 28.0 72.0 23.0 22.0 49.0 52.0 57.0 5.0 24.0 26.0 14.0 0.0 10.0 15.0 2.8125 3.97265625 0.379
517000 25.0 62.0 58.0 48.0 40.0 15.0 72.0 60.0 122.0 43.0 43.0 83.0 125.0 114.0 25.0 48.0 39.0 28.0 5.0 35.0 61.0 5.90625 7.72265625 0.336
518000 10.0 25.0 20.0 10.0 12.0 2.0 34.0 28.0 48.0 13.0 16.0 36.0 59.0 39.0 3.0 22.0 14.0 9.0 0.0 5.0 9.0 2.71875 4.37890625 0.341
519000 18.0 48.0 39.0 27.0 26.0 7.0 50.0 54.0 93.0 24.0 32.0 60.0 107.0 71.0 9.0 37.0 20.0 15.0 1.0 21.0 35.0 3.9375 6.06640625 0.314
520000 17.0 45.0 43.0 27.0 28.0 7.0 61.0 45.0 93.0 31.0 27.0 59.0 93.0 90.0 11.0 36.0 30.0 19.0 1.0 18.0 34.0 3.34375 4.84765625 0.327
521000 21.0 54.0 46.0 30.0 29.0 8.0 62.0 60.0 110.0 30.0 36.0 69.0 129.0 92.0 10.0 43.0 27.0 21.0 2.0 26.0 40.0 5.1875 7.47265625 0.368
522000 13.0 38.0 33.0 23.0 24.0 8.0 45.0 45.0 78.0 22.0 22.0 44.0 87.0 72.0 14.0 30.0 20.0 17.0 4.0 17.0 29.0 2.25 3.25390625 0.348
523000 17.0 44.0 37.0 25.0 27.0 8.0 47.0 49.0 85.0 24.0 30.0 53.0 100.0 77.0 16.0 32.0 20.0 17.0 4.0 18.0 39.0 4.125 5.62890625 0.362
524000 24.0 56.0 52.0 36.0 34.0 11.0 65.0 57.0 105.0 36.0 39.0 82.0 125.0 107.0 21.0 45.0 36.0 23.0 3.0 28.0 51.0 6.875 8.22265625 0.319
525000 16.0 41.0 41.0 18.0 25.0 3.0 63.0 44.0 95.0 28.0 26.0 59.0 84.0 83.0 6.0 31.0 30.0 17.0 0.0 14.0 25.0 3.90625 5.03515625 0.344
526000 17.0 46.0 44.0 26.0 28.0 7.0 65.0 53.0 105.0 29.0 28.0 62.0 95.0 84.0 9.0 35.0 29.0 17.0 1.0 18.0 30.0 3.6875 4.91015625 0.337
527000 19.0 46.0 45.0 30.0 28.0 8.0 62.0 43.0 91.0 30.0 31.0 67.0 103.0 95.0 18.0 33.0 31.0 18.0 2.0 26.0 39.0 4.46875 5.97265625 0.334
528000 23.0 61.0 64.0 50.0 37.0 14.0 98.0 67.0 147.0 45.0 38.0 79.0 129.0 134.0 38.0 46.0 52.0 31.0 8.0 47.0 57.0 5.0 6.12890625 0.338
529000 25.0 68.0 62.0 48.0 41.0 14.0 84.0 75.0 148.0 48.0 42.0 81.0 149.0 129.0 28.0 56.0 43.0 34.0 6.0 42.0 68.0 5.25 7.44140625 0.33
530000 24.0 60.0 59.0 44.0 36.0 13.0 86.0 65.0 131.0 41.0 39.0 82.0 128.0 121.0 30.0 46.0 47.0 28.0 5.0 42.0 51.0 6.125 7.72265625 0.347
531000 21.0 52.0 50.0 40.0 34.0 13.0 67.0 54.0 107.0 38.0 34.0 77.0 103.0 98.0 24.0 43.0 37.0 24.0 4.0 28.0 46.0 5.25 6.59765625 0.325
532000 18.0 45.0 43.0 28.0 27.0 7.0 60.0 41.0 94.0 27.0 32.0 60.0 94.0 87.0 10.0 31.0 27.0 16.0 1.0 21.0 44.0 3.875 5.59765625 0.321
533000 17.0 42.0 39.0 25.0 27.0 8.0 52.0 42.0 85.0 25.0 29.0 56.0 93.0 84.0 13.0 29.0 23.0 21.0 3.0 18.0 32.0 4.03125 5.16015625 0.345
534000 23.0 63.0 65.0 52.0 36.0 14.0 102.0 72.0 156.0 50.0 39.0 76.0 145.0 138.0 42.0 52.0 55.0 34.0 9.0 55.0 62.0 5.0 6.37890625 0.342
535000 21.0 53.0 46.0 29.0 32.0 9.0 61.0 59.0 108.0 28.0 36.0 70.0 113.0 85.0 8.0 39.0 26.0 23.0 2.0 19.0 33.0 5.375 7.34765625 0.368
536000 16.0 42.0 40.0 27.0 27.0 9.0 60.0 47.0 90.0 32.0 23.0 55.0 88.0 82.0 18.0 36.0 31.0 19.0 3.0 20.0 31.0 3.75 5.09765625 0.323
537000 12.0 33.0 28.0 9.0 18.0 1.0 43.0 35.0 63.0 20.0 19.0 39.0 72.0 43.0 3.0 28.0 22.0 14.0 0.0 4.0 8.0 2.21875 4.06640625 0.328
538000 17.0 43.0 44.0 31.0 28.0 9.0 64.0 43.0 94.0 34.0 26.0 64.0 91.0 103.0 25.0 36.0 36.0 22.0 5.0 26.0 44.0 3.96875 4.97265625 0.335
539000 19.0 46.0 44.0 28.0 28.0 8.0 59.0 49.0 92.0 30.0 31.0 64.0 97.0 84.0 10.0 37.0 32.0 18.0 1.0 19.0 28.0 5.125 5.97265625 0.376
540000 16.0 40.0 40.0 22.0 25.0 6.0 55.0 35.0 81.0 26.0 28.0 56.0 81.0 84.0 8.0 29.0 31.0 18.0 2.0 18.0 30.0 3.25 4.50390625 0.347
541000 17.0 42.0 42.0 31.0 28.0 10.0 61.0 41.0 87.0 34.0 26.0 62.0 85.0 92.0 25.0 35.0 33.0 21.0 5.0 24.0 41.0 4.09375 5.34765625 0.337
542000 14.0 39.0 32.0 14.0 22.0 3.0 46.0 43.0 76.0 21.0 24.0 47.0 81.0 53.0 7.0 31.0 20.0 15.0 1.0 9.0 17.0 2.65625 4.69140625 0.353
543000 33.0 82.0 81.0 73.0 52.0 23.0 106.0 85.0 176.0 58.0 58.0 108.0 179.0 177.0 48.0 62.0 60.0 42.0 12.0 76.0 101.0 8.1875 9.78515625 0.389
544000 24.0 65.0 63.0 42.0 38.0 10.0 93.0 72.0 148.0 44.0 40.0 77.0 144.0 135.0 27.0 51.0 49.0 34.0 7.0 44.0 62.0 5.125 7.03515625 0.367
545000 18.0 45.0 40.0 21.0 27.0 5.0 55.0 45.0 87.0 25.0 29.0 61.0 96.0 81.0 7.0 34.0 26.0 17.0 1.0 15.0 32.0 4.34375 6.28515625 0.366
546000 19.0 47.0 37.0 20.0 26.0 6.0 47.0 50.0 80.0 24.0 32.0 62.0 105.0 72.0 5.0 38.0 20.0 17.0 1.0 12.0 29.0 4.875 7.44140625 0.341
547000 15.0 35.0 37.0 23.0 25.0 8.0 56.0 27.0 68.0 28.0 23.0 56.0 67.0 77.0 18.0 27.0 27.0 17.0 3.0 18.0 26.0 3.375 4.72265625 0.324
548000 14.0 35.0 27.0 14.0 18.0 3.0 37.0 35.0 58.0 15.0 25.0 48.0 79.0 47.0 4.0 26.0 14.0 10.0 0.0 9.0 17.0 3.21875 5.50390625 0.339
