t Density Sender Receiver Contagion Reciprocity ContagionReciprocity EgoInTwoStar EgoOutTwoStar MixedTwoStar TransitiveTriangleT1 oOc.sport oOc.drugs oOc.alcohol MixedTwoStarSource MixedTwoStarSink TransitiveTriangleT3 TransitiveTriangleD1 TransitiveTriangleU1 CyclicTriangleC1 CyclicTriangleC3 AlterInTwoStar2 AlterOutTwoStar2 acceptance_rate
43500 14.0 35.0 35.0 21.0 22.0 7.0 53.0 35.0 77.0 21.0 23.0 31.0 52.0 74.0 75.0 2.0 26.0 26.0 13.0 0.0 16.0 23.0 0.37
43600 16.0 40.0 35.0 22.0 25.0 7.0 46.0 44.0 76.0 22.0 27.0 28.0 55.0 89.0 72.0 8.0 32.0 20.0 15.0 2.0 15.0 26.0 0.22
43700 16.0 41.0 37.0 21.0 25.0 6.0 54.0 43.0 82.0 27.0 25.0 30.0 54.0 87.0 79.0 7.0 33.0 26.0 17.0 1.0 15.0 27.0 0.22
43800 18.0 46.0 45.0 35.0 29.0 11.0 63.0 49.0 98.0 32.0 29.0 37.0 67.0 97.0 95.0 19.0 37.0 32.0 19.0 3.0 27.0 42.0 0.2
43900 14.0 34.0 33.0 13.0 22.0 3.0 50.0 34.0 69.0 21.0 22.0 28.0 47.0 73.0 69.0 3.0 26.0 22.0 13.0 0.0 11.0 19.0 0.2
44000 17.0 40.0 40.0 25.0 24.0 6.0 59.0 39.0 85.0 27.0 26.0 37.0 61.0 85.0 83.0 16.0 29.0 29.0 15.0 2.0 20.0 33.0 0.27
44100 20.0 55.0 49.0 36.0 33.0 10.0 66.0 61.0 115.0 35.0 33.0 36.0 65.0 119.0 98.0 14.0 43.0 31.0 21.0 2.0 28.0 53.0 0.31
44200 15.0 41.0 35.0 14.0 22.0 2.0 51.0 43.0 80.0 20.0 24.0 28.0 50.0 94.0 73.0 2.0 31.0 21.0 14.0 0.0 10.0 22.0 0.25
44300 17.0 41.0 42.0 27.0 27.0 8.0 62.0 41.0 89.0 33.0 28.0 36.0 66.0 83.0 90.0 24.0 36.0 36.0 22.0 5.0 21.0 34.0 0.28
44400 19.0 53.0 47.0 29.0 31.0 7.0 67.0 58.0 113.0 36.0 34.0 34.0 66.0 117.0 100.0 16.0 43.0 34.0 24.0 3.0 23.0 50.0 0.28
44500 12.0 27.0 28.0 12.0 19.0 4.0 45.0 20.0 52.0 16.0 20.0 26.0 43.0 50.0 61.0 2.0 20.0 21.0 11.0 0.0 7.0 15.0 0.25
44600 19.0 44.0 40.0 21.0 26.0 5.0 50.0 41.0 81.0 24.0 32.0 36.0 65.0 98.0 81.0 4.0 31.0 25.0 16.0 0.0 20.0 32.0 0.33
44700 24.0 64.0 60.0 43.0 40.0 12.0 81.0 69.0 138.0 45.0 40.0 43.0 80.0 135.0 117.0 23.0 49.0 41.0 27.0 3.0 35.0 62.0 0.29
44800 20.0 51.0 46.0 28.0 30.0 7.0 60.0 49.0 96.0 30.0 34.0 37.0 67.0 114.0 94.0 6.0 38.0 30.0 20.0 0.0 24.0 41.0 0.2
44900 21.0 52.0 49.0 31.0 32.0 9.0 69.0 57.0 112.0 34.0 34.0 42.0 70.0 113.0 98.0 9.0 42.0 34.0 22.0 1.0 26.0 41.0 0.29
45000 18.0 47.0 45.0 32.0 27.0 7.0 65.0 48.0 101.0 33.0 29.0 36.0 62.0 102.0 91.0 20.0 35.0 31.0 17.0 2.0 26.0 47.0 0.25
45100 22.0 57.0 51.0 34.0 34.0 10.0 69.0 63.0 118.0 35.0 37.0 42.0 77.0 126.0 107.0 9.0 45.0 33.0 23.0 1.0 27.0 47.0 0.28
45200 21.0 49.0 45.0 28.0 29.0 7.0 60.0 47.0 94.0 30.0 35.0 40.0 70.0 106.0 89.0 8.0 36.0 29.0 17.0 0.0 22.0 35.0 0.27
45300 16.0 43.0 41.0 30.0 25.0 8.0 62.0 49.0 97.0 31.0 24.0 32.0 58.0 93.0 83.0 21.0 36.0 30.0 17.0 3.0 23.0 37.0 0.33
45400 19.0 48.0 44.0 27.0 28.0 7.0 64.0 50.0 99.0 31.0 31.0 38.0 68.0 103.0 90.0 17.0 37.0 32.0 19.0 2.0 21.0 39.0 0.25
45500 19.0 51.0 46.0 21.0 31.0 5.0 63.0 53.0 103.0 32.0 32.0 37.0 65.0 109.0 99.0 3.0 41.0 33.0 23.0 0.0 20.0 40.0 0.26
45600 13.0 37.0 33.0 18.0 21.0 5.0 52.0 45.0 83.0 20.0 22.0 26.0 45.0 84.0 67.0 4.0 31.0 21.0 13.0 1.0 12.0 21.0 0.36
45700 15.0 40.0 38.0 22.0 24.0 5.0 55.0 40.0 83.0 26.0 23.0 29.0 52.0 89.0 85.0 6.0 31.0 27.0 16.0 0.0 18.0 36.0 0.24
45800 15.0 37.0 35.0 22.0 22.0 6.0 51.0 36.0 74.0 23.0 24.0 32.0 54.0 81.0 78.0 5.0 28.0 26.0 14.0 0.0 15.0 30.0 0.22
45900 20.0 53.0 53.0 33.0 36.0 11.0 73.0 53.0 115.0 37.0 32.0 38.0 71.0 104.0 109.0 24.0 40.0 40.0 24.0 5.0 28.0 45.0 0.27
46000 16.0 35.0 38.0 25.0 24.0 8.0 58.0 27.0 71.0 26.0 26.0 37.0 58.0 70.0 86.0 16.0 26.0 31.0 15.0 2.0 25.0 32.0 0.32
46100 13.0 28.0 30.0 13.0 18.0 3.0 51.0 23.0 60.0 17.0 21.0 31.0 48.0 53.0 62.0 5.0 20.0 21.0 9.0 0.0 10.0 18.0 0.21
46200 15.0 38.0 37.0 23.0 24.0 7.0 57.0 36.0 78.0 25.0 25.0 32.0 54.0 76.0 71.0 17.0 29.0 26.0 13.0 2.0 19.0 29.0 0.2
46300 13.0 27.0 23.0 10.0 17.0 3.0 21.0 19.0 35.0 14.0 21.0 28.0 44.0 53.0 48.0 4.0 18.0 14.0 8.0 0.0 4.0 14.0 0.32
46400 11.0 24.0 22.0 13.0 15.0 4.0 23.0 18.0 38.0 14.0 19.0 26.0 37.0 47.0 46.0 4.0 17.0 15.0 7.0 0.0 7.0 14.0 0.26
46500 14.0 39.0 33.0 20.0 21.0 6.0 50.0 46.0 81.0 19.0 23.0 28.0 48.0 88.0 65.0 4.0 31.0 21.0 12.0 1.0 13.0 22.0 0.23
46600 17.0 43.0 40.0 21.0 26.0 5.0 57.0 44.0 89.0 30.0 28.0 34.0 61.0 93.0 86.0 13.0 37.0 29.0 20.0 3.0 17.0 30.0 0.19
46700 15.0 30.0 32.0 13.0 21.0 3.0 49.0 22.0 59.0 20.0 25.0 33.0 53.0 55.0 61.0 5.0 22.0 23.0 12.0 0.0 12.0 20.0 0.28
46800 13.0 28.0 28.0 13.0 17.0 3.0 47.0 23.0 57.0 17.0 22.0 29.0 49.0 53.0 48.0 5.0 21.0 20.0 9.0 0.0 10.0 16.0 0.22
46900 18.0 44.0 46.0 31.0 28.0 8.0 68.0 41.0 100.0 33.0 29.0 39.0 61.0 92.0 100.0 22.0 33.0 35.0 19.0 3.0 28.0 51.0 0.25
47000 17.0 39.0 40.0 26.0 26.0 8.0 59.0 32.0 78.0 29.0 28.0 38.0 61.0 78.0 87.0 17.0 31.0 29.0 16.0 2.0 24.0 36.0 0.23
47100 13.0 31.0 33.0 17.0 19.0 4.0 52.0 27.0 70.0 18.0 21.0 29.0 49.0 64.0 68.0 3.0 20.0 23.0 10.0 0.0 12.0 22.0 0.16
47200 19.0 48.0 48.0 33.0 30.0 9.0 66.0 46.0 99.0 33.0 31.0 39.0 68.0 104.0 106.0 16.0 36.0 35.0 20.0 2.0 32.0 48.0 0.3
47300 20.0 44.0 44.0 32.0 28.0 9.0 60.0 40.0 87.0 30.0 32.0 41.0 72.0 92.0 92.0 18.0 32.0 31.0 17.0 2.0 25.0 43.0 0.21
47400 12.0 33.0 32.0 15.0 19.0 3.0 52.0 36.0 75.0 21.0 19.0 27.0 44.0 73.0 71.0 3.0 27.0 24.0 13.0 0.0 12.0 24.0 0.2
47500 18.0 38.0 38.0 16.0 25.0 4.0 57.0 31.0 75.0 23.0 32.0 35.0 62.0 69.0 62.0 7.0 25.0 26.0 13.0 0.0 11.0 15.0 0.28
47600 10.0 19.0 17.0 6.0 13.0 2.0 16.0 13.0 27.0 10.0 17.0 24.0 36.0 33.0 35.0 0.0 14.0 12.0 7.0 0.0 1.0 8.0 0.28
47700 10.0 20.0 16.0 1.0 13.0 0.0 9.0 13.0 20.0 9.0 16.0 23.0 34.0 38.0 35.0 0.0 15.0 10.0 6.0 0.0 1.0 10.0 0.22
47800 17.0 43.0 44.0 24.0 27.0 6.0 65.0 39.0 94.0 29.0 28.0 34.0 64.0 85.0 84.0 17.0 29.0 33.0 16.0 2.0 19.0 34.0 0.29
47900 14.0 39.0 37.0 20.0 23.0 5.0 57.0 45.0 87.0 28.0 23.0 28.0 54.0 83.0 66.0 8.0 35.0 30.0 18.0 1.0 16.0 20.0 0.23
48000 21.0 55.0 49.0 28.0 32.0 6.0 64.0 56.0 109.0 35.0 36.0 38.0 69.0 123.0 101.0 11.0 43.0 30.0 22.0 1.0 23.0 47.0 0.31
48100 20.0 55.0 48.0 33.0 31.0 8.0 66.0 61.0 113.0 35.0 34.0 36.0 66.0 123.0 93.0 13.0 44.0 30.0 21.0 1.0 26.0 46.0 0.27
48200 20.0 50.0 48.0 35.0 29.0 8.0 68.0 51.0 108.0 36.0 32.0 40.0 68.0 111.0 99.0 25.0 38.0 33.0 19.0 3.0 30.0 52.0 0.24
48300 23.0 56.0 56.0 49.0 36.0 15.0 75.0 55.0 119.0 41.0 38.0 45.0 80.0 118.0 124.0 35.0 42.0 40.0 25.0 7.0 43.0 68.0 0.17
48400 19.0 45.0 42.0 29.0 28.0 10.0 59.0 48.0 90.0 29.0 31.0 40.0 67.0 97.0 91.0 17.0 37.0 32.0 18.0 3.0 22.0 36.0 0.26
48500 18.0 46.0 42.0 22.0 28.0 7.0 62.0 52.0 101.0 28.0 30.0 34.0 60.0 96.0 79.0 6.0 38.0 31.0 22.0 2.0 17.0 24.0 0.23
48600 14.0 40.0 35.0 23.0 22.0 6.0 53.0 47.0 87.0 22.0 23.0 27.0 50.0 91.0 69.0 7.0 32.0 21.0 13.0 1.0 16.0 27.0 0.22
48700 19.0 43.0 45.0 31.0 29.0 10.0 66.0 37.0 91.0 29.0 31.0 38.0 67.0 86.0 88.0 20.0 30.0 35.0 18.0 3.0 21.0 41.0 0.25
48800 17.0 39.0 41.0 29.0 25.0 9.0 61.0 38.0 88.0 26.0 27.0 37.0 64.0 79.0 80.0 15.0 28.0 29.0 14.0 2.0 22.0 29.0 0.32
48900 16.0 37.0 37.0 20.0 25.0 7.0 55.0 33.0 72.0 24.0 27.0 33.0 54.0 71.0 71.0 14.0 28.0 28.0 14.0 2.0 15.0 23.0 0.27
49000 17.0 45.0 43.0 23.0 29.0 7.0 62.0 48.0 93.0 29.0 28.0 34.0 57.0 94.0 88.0 5.0 37.0 28.0 18.0 0.0 22.0 28.0 0.31
49100 11.0 26.0 21.0 8.0 17.0 3.0 21.0 27.0 44.0 14.0 19.0 26.0 39.0 53.0 53.0 0.0 23.0 14.0 10.0 0.0 4.0 11.0 0.22
49200 12.0 29.0 28.0 14.0 18.0 4.0 46.0 24.0 57.0 15.0 21.0 26.0 44.0 58.0 61.0 3.0 21.0 18.0 9.0 0.0 11.0 22.0 0.25
49300 13.0 28.0 28.0 16.0 19.0 5.0 46.0 22.0 53.0 18.0 21.0 29.0 47.0 54.0 59.0 5.0 21.0 19.0 10.0 0.0 12.0 21.0 0.21
49400 21.0 54.0 48.0 32.0 35.0 11.0 61.0 56.0 102.0 33.0 36.0 38.0 71.0 115.0 102.0 17.0 44.0 33.0 23.0 4.0 25.0 49.0 0.26
49500 18.0 44.0 42.0 22.0 31.0 8.0 58.0 42.0 86.0 29.0 30.0 36.0 62.0 85.0 90.0 12.0 37.0 29.0 20.0 3.0 18.0 30.0 0.25
49600 19.0 46.0 46.0 28.0 30.0 8.0 66.0 42.0 97.0 33.0 32.0 39.0 70.0 95.0 99.0 17.0 35.0 35.0 21.0 2.0 22.0 43.0 0.21
49700 23.0 59.0 55.0 39.0 38.0 12.0 71.0 57.0 114.0 41.0 39.0 41.0 82.0 122.0 115.0 27.0 46.0 41.0 28.0 5.0 30.0 56.0 0.24
49800 26.0 67.0 62.0 52.0 42.0 16.0 77.0 68.0 132.0 47.0 45.0 46.0 85.0 146.0 125.0 31.0 53.0 42.0 30.0 5.0 47.0 71.0 0.27
49900 19.0 45.0 46.0 27.0 29.0 7.0 64.0 43.0 95.0 31.0 31.0 39.0 68.0 96.0 101.0 6.0 34.0 33.0 20.0 0.0 27.0 37.0 0.33
50000 15.0 41.0 36.0 17.0 22.0 3.0 53.0 43.0 82.0 23.0 24.0 30.0 53.0 94.0 77.0 4.0 32.0 24.0 15.0 0.0 13.0 28.0 0.3
50100 17.0 42.0 38.0 22.0 25.0 6.0 52.0 40.0 78.0 25.0 27.0 33.0 59.0 93.0 84.0 5.0 32.0 27.0 17.0 0.0 14.0 30.0 0.24
50200 20.0 50.0 45.0 31.0 28.0 7.0 62.0 51.0 103.0 31.0 33.0 38.0 66.0 109.0 87.0 13.0 36.0 28.0 17.0 1.0 23.0 47.0 0.33
50300 15.0 40.0 33.0 21.0 21.0 6.0 50.0 47.0 82.0 20.0 24.0 30.0 51.0 92.0 64.0 6.0 32.0 21.0 12.0 1.0 13.0 24.0 0.35
50400 23.0 58.0 54.0 43.0 35.0 12.0 72.0 62.0 122.0 37.0 38.0 42.0 74.0 129.0 107.0 21.0 43.0 33.0 21.0 3.0 37.0 54.0 0.26
50500 20.0 49.0 47.0 28.0 32.0 9.0 63.0 48.0 101.0 30.0 33.0 39.0 69.0 100.0 92.0 6.0 37.0 32.0 20.0 1.0 22.0 35.0 0.17
50600 19.0 48.0 43.0 28.0 27.0 6.0 60.0 50.0 100.0 29.0 32.0 36.0 62.0 107.0 89.0 11.0 36.0 26.0 17.0 1.0 23.0 48.0 0.25
50700 16.0 43.0 38.0 23.0 24.0 6.0 56.0 50.0 92.0 25.0 25.0 33.0 56.0 96.0 76.0 7.0 35.0 25.0 15.0 1.0 17.0 31.0 0.21
50800 25.0 62.0 58.0 42.0 38.0 11.0 76.0 62.0 127.0 44.0 42.0 47.0 87.0 130.0 118.0 25.0 47.0 40.0 27.0 3.0 35.0 64.0 0.31
50900 18.0 48.0 44.0 34.0 28.0 10.0 62.0 52.0 99.0 32.0 29.0 36.0 65.0 108.0 90.0 21.0 39.0 30.0 19.0 3.0 26.0 42.0 0.35
51000 15.0 37.0 33.0 14.0 21.0 3.0 50.0 39.0 75.0 19.0 25.0 31.0 52.0 84.0 76.0 1.0 29.0 22.0 13.0 0.0 12.0 26.0 0.23
51100 21.0 55.0 48.0 34.0 34.0 11.0 62.0 59.0 108.0 33.0 35.0 38.0 71.0 119.0 99.0 16.0 45.0 31.0 23.0 4.0 26.0 48.0 0.3
51200 16.0 39.0 38.0 15.0 24.0 3.0 52.0 34.0 76.0 20.0 28.0 31.0 53.0 86.0 80.0 1.0 27.0 24.0 13.0 0.0 16.0 26.0 0.31
51300 14.0 38.0 36.0 22.0 25.0 8.0 55.0 39.0 81.0 23.0 25.0 29.0 51.0 77.0 80.0 10.0 32.0 24.0 16.0 3.0 18.0 26.0 0.24
51400 20.0 47.0 46.0 33.0 30.0 10.0 63.0 45.0 94.0 32.0 32.0 41.0 71.0 98.0 102.0 25.0 36.0 34.0 20.0 5.0 27.0 47.0 0.26
51500 15.0 42.0 36.0 20.0 23.0 5.0 53.0 49.0 88.0 21.0 25.0 28.0 51.0 94.0 69.0 5.0 33.0 21.0 13.0 1.0 14.0 25.0 0.27
51600 19.0 49.0 43.0 20.0 28.0 4.0 57.0 48.0 92.0 28.0 32.0 35.0 65.0 110.0 88.0 4.0 37.0 28.0 19.0 0.0 16.0 35.0 0.3
51700 19.0 48.0 45.0 28.0 28.0 6.0 60.0 49.0 99.0 30.0 31.0 36.0 62.0 109.0 100.0 12.0 36.0 29.0 19.0 2.0 27.0 46.0 0.26
51800 20.0 52.0 49.0 38.0 31.0 11.0 69.0 58.0 114.0 35.0 33.0 40.0 67.0 116.0 105.0 18.0 41.0 34.0 21.0 3.0 34.0 47.0 0.25
51900 19.0 48.0 42.0 26.0 27.0 6.0 58.0 50.0 97.0 29.0 32.0 36.0 60.0 108.0 88.0 10.0 37.0 26.0 17.0 1.0 18.0 38.0 0.25
52000 21.0 54.0 52.0 43.0 33.0 12.0 72.0 55.0 116.0 41.0 34.0 42.0 73.0 117.0 115.0 34.0 43.0 38.0 24.0 6.0 37.0 69.0 0.22
52100 20.0 51.0 46.0 30.0 31.0 9.0 61.0 54.0 103.0 31.0 34.0 37.0 69.0 113.0 95.0 7.0 41.0 29.0 21.0 1.0 27.0 40.0 0.27
52200 18.0 47.0 42.0 25.0 28.0 7.0 60.0 52.0 96.0 29.0 29.0 35.0 61.0 102.0 81.0 10.0 39.0 29.0 18.0 1.0 18.0 32.0 0.38
52300 19.0 46.0 41.0 24.0 27.0 6.0 55.0 44.0 86.0 28.0 31.0 36.0 66.0 103.0 89.0 6.0 35.0 28.0 19.0 0.0 19.0 40.0 0.25
52400 19.0 53.0 44.0 26.0 30.0 7.0 60.0 60.0 106.0 28.0 33.0 33.0 65.0 116.0 82.0 7.0 41.0 26.0 19.0 1.0 18.0 35.0 0.24
52500 20.0 53.0 46.0 38.0 31.0 12.0 58.0 59.0 107.0 28.0 36.0 33.0 65.0 118.0 93.0 18.0 40.0 25.0 19.0 4.0 32.0 48.0 0.17
52600 16.0 46.0 40.0 24.0 26.0 6.0 59.0 55.0 101.0 27.0 28.0 30.0 53.0 105.0 87.0 6.0 38.0 25.0 17.0 1.0 20.0 38.0 0.3
52700 19.0 50.0 40.0 23.0 29.0 7.0 47.0 53.0 87.0 24.0 33.0 32.0 62.0 112.0 79.0 7.0 40.0 21.0 17.0 1.0 19.0 33.0 0.27
52800 18.0 47.0 42.0 22.0 28.0 5.0 56.0 46.0 89.0 29.0 29.0 34.0 61.0 102.0 88.0 6.0 37.0 28.0 18.0 0.0 18.0 38.0 0.35
52900 14.0 34.0 37.0 25.0 22.0 7.0 58.0 29.0 76.0 25.0 23.0 32.0 54.0 71.0 83.0 17.0 25.0 30.0 14.0 2.0 21.0 39.0 0.22
53000 20.0 50.0 45.0 25.0 30.0 6.0 59.0 49.0 96.0 28.0 33.0 37.0 65.0 112.0 96.0 4.0 37.0 27.0 18.0 0.0 23.0 40.0 0.2
53100 19.0 51.0 43.0 27.0 31.0 10.0 56.0 57.0 100.0 27.0 32.0 33.0 59.0 115.0 91.0 13.0 42.0 28.0 22.0 4.0 22.0 39.0 0.31
53200 14.0 39.0 31.0 18.0 20.0 5.0 43.0 45.0 74.0 19.0 23.0 27.0 48.0 92.0 62.0 6.0 32.0 20.0 12.0 1.0 13.0 25.0 0.27
53300 23.0 57.0 53.0 45.0 36.0 15.0 69.0 59.0 114.0 39.0 38.0 45.0 80.0 122.0 111.0 30.0 46.0 37.0 24.0 6.0 37.0 61.0 0.23
53400 19.0 45.0 42.0 28.0 26.0 7.0 59.0 43.0 88.0 28.0 30.0 39.0 66.0 97.0 83.0 18.0 32.0 29.0 15.0 2.0 22.0 39.0 0.34
53500 15.0 39.0 36.0 20.0 23.0 5.0 52.0 39.0 78.0 25.0 24.0 29.0 51.0 88.0 81.0 5.0 31.0 26.0 15.0 0.0 14.0 29.0 0.28
53600 17.0 46.0 39.0 22.0 26.0 6.0 56.0 52.0 93.0 30.0 28.0 31.0 59.0 102.0 73.0 8.0 41.0 30.0 20.0 1.0 17.0 29.0 0.22
53700 14.0 32.0 25.0 10.0 18.0 2.0 21.0 32.0 50.0 17.0 22.0 30.0 47.0 71.0 57.0 1.0 25.0 16.0 11.0 0.0 6.0 18.0 0.25
53800 18.0 47.0 41.0 30.0 28.0 10.0 57.0 53.0 96.0 26.0 30.0 34.0 64.0 102.0 88.0 14.0 38.0 26.0 18.0 4.0 21.0 38.0 0.22
53900 23.0 60.0 57.0 50.0 37.0 15.0 75.0 63.0 126.0 42.0 39.0 43.0 77.0 131.0 117.0 31.0 46.0 38.0 24.0 5.0 45.0 69.0 0.27
54000 20.0 48.0 44.0 27.0 30.0 8.0 58.0 50.0 95.0 28.0 32.0 39.0 67.0 104.0 92.0 7.0 36.0 28.0 18.0 1.0 21.0 38.0 0.25
54100 17.0 40.0 36.0 13.0 26.0 4.0 50.0 36.0 72.0 20.0 31.0 32.0 58.0 79.0 71.0 1.0 30.0 21.0 14.0 0.0 11.0 19.0 0.31
54200 15.0 35.0 33.0 14.0 21.0 3.0 50.0 31.0 70.0 18.0 25.0 30.0 52.0 76.0 67.0 3.0 25.0 22.0 13.0 0.0 9.0 20.0 0.34
54300 12.0 28.0 29.0 11.0 19.0 3.0 43.0 23.0 55.0 16.0 20.0 24.0 43.0 60.0 66.0 1.0 20.0 21.0 12.0 0.0 10.0 20.0 0.37
54400 17.0 39.0 34.0 15.0 25.0 4.0 45.0 36.0 66.0 21.0 29.0 32.0 56.0 84.0 65.0 3.0 31.0 19.0 15.0 0.0 11.0 17.0 0.27
54500 13.0 26.0 24.0 11.0 17.0 3.0 36.0 19.0 41.0 13.0 22.0 28.0 46.0 52.0 51.0 3.0 19.0 14.0 8.0 0.0 9.0 17.0 0.3
54600 11.0 29.0 26.0 15.0 18.0 5.0 45.0 30.0 59.0 15.0 19.0 20.0 37.0 61.0 46.0 3.0 23.0 14.0 8.0 0.0 7.0 11.0 0.28
54700 17.0 47.0 43.0 25.0 28.0 8.0 64.0 53.0 101.0 29.0 28.0 32.0 54.0 104.0 82.0 7.0 38.0 32.0 19.0 1.0 19.0 30.0 0.32
54800 18.0 40.0 39.0 21.0 25.0 6.0 55.0 34.0 79.0 22.0 31.0 38.0 61.0 83.0 81.0 3.0 27.0 27.0 14.0 0.0 17.0 34.0 0.31
54900 18.0 48.0 43.0 31.0 28.0 8.0 60.0 50.0 99.0 29.0 31.0 32.0 62.0 104.0 93.0 15.0 36.0 27.0 18.0 3.0 23.0 51.0 0.22
55000 17.0 49.0 45.0 30.0 28.0 7.0 66.0 57.0 110.0 33.0 28.0 33.0 59.0 109.0 95.0 11.0 40.0 30.0 19.0 1.0 26.0 45.0 0.17
55100 24.0 55.0 51.0 35.0 34.0 10.0 64.0 50.0 100.0 35.0 39.0 45.0 80.0 119.0 104.0 18.0 41.0 34.0 22.0 2.0 29.0 49.0 0.27
55200 16.0 47.0 39.0 23.0 25.0 6.0 56.0 55.0 97.0 25.0 27.0 30.0 55.0 110.0 79.0 5.0 39.0 23.0 17.0 1.0 17.0 31.0 0.3
55300 18.0 46.0 44.0 30.0 27.0 7.0 65.0 48.0 100.0 34.0 29.0 38.0 62.0 101.0 97.0 19.0 37.0 33.0 19.0 2.0 27.0 53.0 0.22
55400 12.0 30.0 30.0 12.0 18.0 3.0 49.0 27.0 64.0 17.0 20.0 27.0 42.0 62.0 62.0 2.0 22.0 25.0 11.0 0.0 8.0 20.0 0.24
55500 20.0 53.0 50.0 36.0 31.0 9.0 71.0 56.0 115.0 36.0 33.0 38.0 68.0 120.0 111.0 19.0 41.0 34.0 23.0 3.0 33.0 53.0 0.26
55600 18.0 43.0 39.0 23.0 25.0 6.0 54.0 43.0 85.0 23.0 30.0 36.0 61.0 95.0 82.0 2.0 32.0 24.0 15.0 0.0 18.0 32.0 0.34
55700 15.0 39.0 37.0 19.0 23.0 5.0 55.0 36.0 80.0 23.0 26.0 32.0 54.0 87.0 84.0 3.0 30.0 27.0 16.0 0.0 16.0 34.0 0.29
55800 13.0 29.0 28.0 9.0 18.0 2.0 46.0 25.0 58.0 14.0 22.0 29.0 45.0 57.0 57.0 1.0 21.0 16.0 8.0 0.0 6.0 13.0 0.22
55900 16.0 37.0 39.0 22.0 25.0 6.0 58.0 31.0 78.0 24.0 27.0 32.0 57.0 74.0 80.0 10.0 26.0 29.0 15.0 1.0 17.0 32.0 0.27
56000 19.0 47.0 44.0 30.0 28.0 8.0 62.0 44.0 97.0 27.0 33.0 36.0 61.0 106.0 96.0 13.0 33.0 28.0 18.0 2.0 26.0 49.0 0.35
56100 14.0 31.0 32.0 17.0 20.0 5.0 51.0 26.0 65.0 16.0 24.0 30.0 50.0 61.0 66.0 1.0 21.0 20.0 10.0 0.0 14.0 18.0 0.29
56200 17.0 44.0 44.0 27.0 30.0 9.0 66.0 44.0 96.0 31.0 29.0 35.0 63.0 83.0 88.0 20.0 34.0 32.0 18.0 3.0 22.0 35.0 0.23
56300 12.0 27.0 28.0 12.0 18.0 4.0 48.0 27.0 61.0 17.0 19.0 29.0 43.0 53.0 57.0 2.0 22.0 21.0 10.0 0.0 9.0 15.0 0.31
56400 17.0 39.0 37.0 23.0 25.0 8.0 55.0 36.0 74.0 26.0 28.0 38.0 61.0 81.0 80.0 16.0 32.0 28.0 16.0 2.0 18.0 29.0 0.35
56500 17.0 35.0 39.0 29.0 26.0 10.0 58.0 26.0 71.0 27.0 28.0 35.0 63.0 67.0 90.0 26.0 26.0 30.0 16.0 5.0 24.0 40.0 0.24
56600 12.0 28.0 30.0 13.0 18.0 3.0 51.0 23.0 60.0 18.0 20.0 27.0 46.0 58.0 68.0 5.0 21.0 21.0 11.0 0.0 10.0 18.0 0.27
56700 15.0 36.0 38.0 25.0 25.0 8.0 58.0 29.0 73.0 28.0 25.0 32.0 57.0 70.0 84.0 20.0 29.0 30.0 18.0 3.0 20.0 33.0 0.19
56800 20.0 54.0 51.0 37.0 35.0 13.0 71.0 58.0 113.0 39.0 33.0 39.0 69.0 118.0 110.0 25.0 46.0 41.0 26.0 5.0 30.0 49.0 0.27
56900 16.0 46.0 43.0 29.0 29.0 10.0 64.0 51.0 98.0 34.0 26.0 32.0 56.0 97.0 93.0 18.0 41.0 32.0 21.0 3.0 25.0 38.0 0.32
57000 18.0 44.0 43.0 29.0 28.0 9.0 62.0 43.0 93.0 30.0 30.0 38.0 64.0 94.0 90.0 17.0 34.0 31.0 17.0 2.0 24.0 40.0 0.28
57100 20.0 51.0 43.0 33.0 30.0 11.0 57.0 55.0 98.0 27.0 34.0 37.0 68.0 112.0 89.0 16.0 39.0 26.0 18.0 4.0 24.0 47.0 0.3
57200 16.0 45.0 42.0 25.0 25.0 5.0 63.0 49.0 100.0 31.0 26.0 32.0 53.0 101.0 88.0 12.0 36.0 29.0 17.0 1.0 20.0 33.0 0.18
57300 18.0 47.0 43.0 32.0 27.0 9.0 62.0 52.0 99.0 31.0 28.0 37.0 64.0 104.0 85.0 21.0 38.0 30.0 17.0 3.0 25.0 41.0 0.26
57400 17.0 45.0 44.0 26.0 27.0 6.0 63.0 45.0 95.0 29.0 28.0 34.0 61.0 100.0 98.0 6.0 34.0 31.0 18.0 0.0 26.0 40.0 0.21
57500 16.0 42.0 37.0 18.0 23.0 3.0 54.0 44.0 86.0 23.0 26.0 29.0 49.0 91.0 71.0 3.0 30.0 24.0 14.0 0.0 11.0 24.0 0.35
57600 19.0 48.0 46.0 29.0 30.0 8.0 64.0 51.0 101.0 34.0 29.0 38.0 67.0 100.0 89.0 19.0 39.0 34.0 21.0 3.0 23.0 37.0 0.23
57700 16.0 38.0 32.0 19.0 22.0 7.0 42.0 42.0 71.0 17.0 28.0 31.0 56.0 84.0 67.0 4.0 31.0 20.0 14.0 1.0 13.0 19.0 0.29
57800 19.0 45.0 43.0 28.0 28.0 8.0 60.0 43.0 88.0 31.0 30.0 39.0 68.0 94.0 90.0 17.0 35.0 34.0 19.0 2.0 22.0 39.0 0.25
57900 15.0 38.0 38.0 18.0 23.0 3.0 58.0 36.0 85.0 24.0 25.0 31.0 50.0 78.0 76.0 5.0 27.0 27.0 14.0 0.0 15.0 32.0 0.34
